hospital_name,facility_type,district,latitude,longitude,ownership_type,ownership_encoded,tier,tier_encoded,specialties,opd_fee_npr,emergency_available,bed_capacity,rating,ambulance_service,parking_available,phone
Gautam Buddha International Cardiac hospital,hospital,Kathmandu,,,Private,2,Premium,2,"Gastroenterology, Pulmonology, General Medicine, Infectious Disease, General Surgery, Neurology",2321,True,294,4.8,True,True,
मेघा अस्पताल,hospital,Itahari,,,Private,2,Premium,2,"Cardiology, Neurology, General Medicine, Endocrinology, Orthopedics, Infectious Disease",2987,True,131,4.7,True,True,
Ugaratara Health Post,clinic,Chitwan,29.3495940910331,80.6068801190085,Private,2,Budget,0,Gastroenterology,406,False,0,2.6,False,False,
Pradip Medical,clinic,Chitwan,26.7128536312825,87.6856057231543,Private,2,Budget,0,"Gastroenterology, General Medicine",251,False,0,2.6,False,False,
Manang Health Post,hospital,Bardiya,28.6663005899569,84.0236086368542,Private,2,Standard,1,"Pulmonology, Infectious Disease, Urology, General Medicine",1241,True,100,3.2,False,False,
Kafaldanda Urban Health Post,hospital,Sunsari,27.9529636656978,83.7787754244507,Private,2,Premium,2,"Dermatology, Neurology, Infectious Disease, Pulmonology, Cardiology, General Medicine",2078,True,166,4.5,True,True,
Sishuwa Hospital,hospital,Pokhara,28.1659897348527,84.0660881221376,Government,0,Premium,2,"Cardiology, Orthopedics, Neurology, General Medicine, General Surgery, Infectious Disease",170,True,364,3.3,True,True,
Liku health post,hospital,Gorkha,29.042226348899,82.7517444328183,Private,2,Premium,2,"Neurology, General Medicine, Orthopedics, General Surgery, Urology, Pulmonology",2488,True,103,3.8,True,True,
Pinacle Hospital,hospital,Rupandehi,26.9905132263606,85.8939409789361,Private,2,Premium,2,"Pulmonology, General Medicine, Infectious Disease, Urology, Cardiology, Neurology",2536,True,154,4.9,True,True,
आधारभुत स्वास्थ केन्द्र,hospital,Biratnagar,27.8441218869617,82.7877425276537,Private,2,Standard,1,"Gastroenterology, Pulmonology, Orthopedics, General Medicine",1327,True,196,3.5,True,True,
"Katahariya-6,Basic Health Post, Katahariya MP",clinic,Hetauda,26.960990822279,85.2757644719582,Private,2,Budget,0,Gastroenterology,206,False,0,3.5,False,False,
Bajrabarahi Acupuncture Clinic,clinic,Hetauda,27.6430195779853,85.1180079179582,Private,2,Standard,1,"Infectious Disease, Gastroenterology",1117,False,0,3.1,False,False,
Khurpa Swasthya Chauki,clinic,Sarlahi,28.0054083956642,84.1476918168639,Private,2,Standard,1,"Dermatology, General Medicine",602,False,0,3.1,True,True,
B.P. ENT Hospital (Netra Pratisthan),hospital,Biratnagar,26.9404162674732,85.1550826682562,Private,2,Premium,2,"Infectious Disease, Pulmonology, Orthopedics, Dermatology, Gastroenterology, Endocrinology",1773,True,338,3.5,True,True,
प्रस्तावित इशान महिला तथा बालबालिका अस्पताल,hospital,Kathmandu,27.7445648261899,85.3335284414975,Private,2,Standard,1,"Pulmonology, Orthopedics, Cardiology, General Medicine",893,True,134,4.0,True,True,
Madhuwapur Health Post,clinic,Kathmandu,26.5557341857428,86.8748255702847,Private,2,Standard,1,"Dermatology, General Medicine",521,False,0,3.2,False,True,
Bhaktapur Skin Cosemtic Center,clinic,Kathmandu,27.676989922805,85.3981405935676,Private,2,Standard,1,"Infectious Disease, Dermatology, Gastroenterology",612,False,0,4.0,True,False,
"Basic Health Care Center, 17 No. Chok",clinic,Tanahu,27.687427990646,84.2600096546652,Private,2,Budget,0,Dermatology,206,False,0,2.9,True,False,
All Nepal Hospital,hospital,Myagdi,,,Private,2,Premium,2,"Endocrinology, Dermatology, Cardiology, Urology, Gastroenterology, Pulmonology",2563,False,208,5.0,True,True,
Bahunepati  health Centre,clinic,Nepalgunj,27.7889331733534,85.5703326288511,Private,2,Budget,0,"General Medicine, Infectious Disease",529,False,0,2.9,False,False,
Sagarmatha Model Hospital,hospital,Lalitpur,26.8018823511161,86.3080304650366,Private,2,Premium,2,"Infectious Disease, General Medicine, Orthopedics, Cardiology, Neurology, Pulmonology",2914,True,365,4.6,True,True,
Rampurawa Health Post Palhinandan-1Rampurawa,hospital,Nepalgunj,27.4350852635513,83.7012862383541,Private,2,Premium,2,"Endocrinology, General Medicine, Orthopedics, Pulmonology, Urology, Neurology",1089,True,287,3.7,True,True,
"प्रादेशिक आयुर्वेदिक अस्पताल, बिजौरी",hospital,Itahari,28.1143896492691,82.3397477403022,Private,2,Premium,2,"Dermatology, Gastroenterology, Cardiology, Pulmonology, Infectious Disease, General Surgery",1270,True,303,4.0,True,True,
Bhujhawa health post,hospital,Hetauda,27.4266738560786,83.7416381451549,Private,2,Premium,2,"Cardiology, General Surgery, Neurology, General Medicine, Pulmonology, Orthopedics",1508,True,495,4.0,True,True,
Kotila Health Post,clinic,Mustang,29.5834099622672,80.7055499553294,Private,2,Standard,1,"Infectious Disease, Dermatology, Gastroenterology",1288,False,0,3.3,False,True,
Janasewa Swastha Clinic,clinic,Dolpa,26.6194474625166,86.1861401585351,Private,2,Budget,0,"General Medicine, Dermatology",242,True,0,3.5,False,True,
स्वास्थ्य चौकी रकम,clinic,Parbat,28.5242766167565,82.019561721283,Private,2,Budget,0,"Gastroenterology, General Medicine",337,False,0,3.2,False,False,
"Sahari Swastha Kendra, Pipariya Dostiya",clinic,Lalitpur,26.9853880278462,85.2836085922241,Private,2,Budget,0,Infectious Disease,273,False,0,3.1,True,False,
Khilang Community Health Care Unit,clinic,Gorkha,28.3363811696964,84.0796137478316,Private,2,Budget,0,"Dermatology, General Medicine",521,True,0,3.4,False,False,
Adharbhut Sawasth Sewa Kendra,clinic,Itahari,27.0166835397251,84.8781890953092,Private,2,Standard,1,General Medicine,1114,False,0,3.4,False,True,
कञ्चन आयुर्वेदिक क्लिनिक,clinic,Dharan,28.1305257348875,82.2962092853719,Private,2,Budget,0,General Medicine,206,False,0,3.1,True,True,
Rimi health post,hospital,Sunsari,29.1288361352958,82.5606590848676,Private,2,Premium,2,"Urology, General Surgery, Infectious Disease, Orthopedics, Cardiology, General Medicine",2622,True,339,3.5,True,False,
Nathigar Community Health Care Unit,clinic,Banke,28.6279792830188,82.573768549069,Private,2,Budget,0,"Dermatology, Gastroenterology, General Medicine",204,False,0,2.6,False,False,
Sonpur Healthpost keruniya,healthpost,Myagdi,,,Private,2,Standard,1,General Medicine,1480,False,0,3.6,False,True,
पटौली सामुदायिक स्वास्थ सेवा एकाई,clinic,Bardiya,27.7319778898323,82.3794149294328,Private,2,Budget,0,Dermatology,254,False,0,2.8,False,False,
Advance Medicare Hospital Pvt Ltd,hospital,Kathmandu,27.0073928706095,84.8738021748262,Private,2,Standard,1,"Infectious Disease, General Medicine, Dermatology, Pulmonology",1055,False,63,3.8,True,True,
Ramuruwa HP Kolhavi,clinic,Kathmandu,27.0654973968748,85.17598981698,Private,2,Budget,0,"Infectious Disease, Gastroenterology, Dermatology",576,False,0,3.5,False,True,
Basedi Surakhyit Prasuti Sewa Ikai,clinic,Biratnagar,29.4210605444233,80.3590468558211,Private,2,Standard,1,"Gastroenterology, Dermatology",1337,False,0,3.9,False,True,
शिवगढी स्वस्थ्य चौकी,clinic,Kathmandu,27.6788191893536,82.7975079477651,Private,2,Standard,1,Gastroenterology,846,False,0,3.9,False,True,
Baidauli health post,hospital,Kathmandu,27.4026183807038,83.771354674114,Private,2,Standard,1,"Cardiology, Dermatology, Orthopedics, Neurology",1373,False,51,4.0,True,True,
Sudurpaschim Polyclinic Pvt.Ltd,clinic,Kathmandu,27.673086051402,85.3596792250275,Private,2,Standard,1,Gastroenterology,1224,False,0,3.0,False,True,
Mulpani Primary Health Center,hospital,Dang,,,Government,0,Standard,1,"Urology, Cardiology, Pulmonology, Dermatology",143,True,200,3.0,True,False,
Pakhapani BHCC,clinic,Hetauda,28.0955774734246,83.6918986744378,Private,2,Budget,0,"Infectious Disease, Gastroenterology, Dermatology",303,False,0,2.8,False,False,
हापुरे प्राथमिक अस्पताल,hospital,Kaski,28.1936489256779,82.1240606683468,Private,2,Standard,1,"Dermatology, Cardiology, Gastroenterology, General Medicine",642,True,126,3.9,True,True,
MHP Myalpokhari SHP,hospital,Hetauda,28.1704299642398,83.0647999668079,Private,2,Standard,1,"General Medicine, Urology, Pulmonology, Endocrinology",991,True,168,4.1,True,True,
चिदिका स्वास्थ्य चौकी छ्त्रदेब 1 चिदिका,hospital,Butwal,27.9578494770577,83.2686767695537,Private,2,Premium,2,"Pulmonology, Urology, Cardiology, Infectious Disease, Gastroenterology, Endocrinology",2555,False,156,3.9,True,True,
Anamol Arayog Kandra,hospital,Makwanpur,27.6870109909631,84.4296793238266,Private,2,Premium,2,"Urology, General Surgery, Infectious Disease, Orthopedics, Neurology, Endocrinology",2152,True,397,4.9,False,True,
Shraddha Pharmacy,clinic,Kathmandu,27.5146441929985,83.4532249874004,Private,2,Budget,0,Dermatology,427,True,0,3.1,False,False,
Benighat Health Cllinic,clinic,Hetauda,27.8106240300239,84.7800148809229,Private,2,Budget,0,Gastroenterology,283,False,0,2.9,False,True,
"Diabetes, Thyroid and Endocrinology",clinic,Kaski,,,Private,2,Standard,1,Infectious Disease,814,False,0,3.2,False,True,
Tarku Primary Health Center,hospital,Biratnagar,28.1430294389466,84.3998579372588,Private,2,Standard,1,"Dermatology, General Surgery, Pulmonology, Infectious Disease",839,False,84,3.5,False,False,
Chandikalika Urban Health Care Unit,clinic,Birgunj,28.1129559247313,83.8349693797065,Private,2,Budget,0,"Infectious Disease, Gastroenterology",445,False,0,3.1,True,False,
शान्तिनगर स्वास्थ्य चौकी,hospital,Hetauda,28.156875672437,82.2190926748714,Private,2,Standard,1,"Infectious Disease, Endocrinology, Pulmonology, Orthopedics",658,True,109,3.6,True,True,
Thuniya Sawasta chouki,clinic,Bhaktapur,27.6090699364665,82.9129532412784,Private,2,Budget,0,General Medicine,324,True,0,2.8,False,True,
Mihilal International Hospital,hospital,Palpa,26.737264918447,85.9208029669504,Private,2,Premium,2,"General Surgery, Gastroenterology, Pulmonology, General Medicine, Orthopedics, Cardiology",1114,True,155,3.6,True,True,
Chhipchhipe BHCC,clinic,Hetauda,27.8184372210671,84.3557363533247,Private,2,Standard,1,"Gastroenterology, Infectious Disease",1056,False,0,3.4,False,True,
Punam Health Clinic 1 Parsagadhi MP,clinic,Dharan,27.1790446922335,84.8644790677454,Private,2,Budget,0,"Gastroenterology, Infectious Disease",554,False,0,2.7,False,False,
Kathmandu JanaSwastha,clinic,Kaski,,,Government,0,Standard,1,"Dermatology, Gastroenterology, Infectious Disease",236,False,0,3.2,False,True,
HRL & Clinic,clinic,Kathmandu,27.6670294558068,85.3242994631893,Private,2,Standard,1,"Infectious Disease, Dermatology",1142,False,0,3.2,True,True,
Bishnudevi Hospital,hospital,Syangja,,,Private,2,Premium,2,"Infectious Disease, General Surgery, Endocrinology, Dermatology, Urology, Neurology",2113,True,227,4.1,True,True,
खानीखोला स्वास्थ्य चौकी,clinic,Sunsari,28.5395869172742,81.8990401795697,Private,2,Budget,0,"Infectious Disease, Gastroenterology, General Medicine",263,False,0,2.6,False,False,
Bikram Homiyo Health Institutions,clinic,Kathmandu,28.642754566657,81.1061498579195,Private,2,Standard,1,"General Medicine, Gastroenterology",521,False,0,3.7,False,True,
Wana Basic Health Service Center,clinic,Makwanpur,27.3371788509714,87.2925915267551,Private,2,Budget,0,"Dermatology, Gastroenterology",222,True,0,2.9,True,False,
अरेश स्वस्थ्य चौकि,clinic,Dhanusha,28.1998067746633,82.7596493218823,Private,2,Standard,1,"Infectious Disease, General Medicine",605,False,0,3.7,False,True,
Sagun Polyclinic,clinic,Gorkha,27.6732383505826,84.2053985380046,Private,2,Standard,1,General Medicine,1057,False,0,3.9,False,True,
Dahachaur Health Post,hospital,Kathmandu,28.4468989937911,81.8496969214156,Private,2,Premium,2,"Cardiology, Gastroenterology, Infectious Disease, Endocrinology, General Surgery, Dermatology",1607,True,207,5.0,True,True,
उपल्ला बाटुला शहरी स्वास्थ्य क्लिनिक,clinic,Kathmandu,29.394042820648,80.4705854280843,Private,2,Budget,0,General Medicine,252,False,0,2.6,True,False,
Lohana Heath Post,clinic,Butwal,26.699817760191,85.9571860425986,Private,2,Budget,0,"Gastroenterology, General Medicine, Dermatology",461,False,0,2.8,False,False,
Kunphen Sogtso Mekhang,hospital,Nepalgunj,,,Private,2,Premium,2,"Urology, Neurology, Pulmonology, Endocrinology, Gastroenterology, Orthopedics",2815,True,420,4.3,False,True,
Novant Diagnosis Care,doctors,Kathmandu,27.7291923319506,85.3600593443365,Private,2,Budget,0,General Medicine,412,False,0,2.7,False,False,
"Samudaik Sawasthiy Ikai, Sunsan Chowk",clinic,Chitwan,26.7580041776502,87.1464180923887,Private,2,Standard,1,"Infectious Disease, Dermatology, Gastroenterology",645,False,0,3.8,False,True,
गुरुङ्खोला स्वास्थ्य केन्द्र,clinic,Birgunj,27.7722693631112,82.4562498241676,Private,2,Standard,1,"Dermatology, Gastroenterology, Infectious Disease",501,True,0,3.3,False,False,
आधारभुत स्वाथ केन्द्र,clinic,Sarlahi,27.4992427811933,83.4498977909357,Private,2,Budget,0,"Dermatology, General Medicine, Gastroenterology",314,False,0,3.1,False,False,
hakuee swasth chauki,hospital,Sarlahi,27.5201091938676,83.6172103851057,Private,2,Standard,1,"Pulmonology, General Medicine, Endocrinology, General Surgery",524,False,168,4.1,True,False,
Samudayik Dental Clinic,clinic,Lalitpur,,,Private,2,Standard,1,Dermatology,732,False,0,3.4,False,True,
Salma Basic Helth Service Center,hospital,Makwanpur,28.8750449315136,81.332449592759,Private,2,Premium,2,"Dermatology, Infectious Disease, Urology, General Surgery, Gastroenterology, Endocrinology",1874,True,359,4.8,True,True,
Himalaya Polyclinic & Diagnostic Centre,clinic,Pokhara,28.22463338513,83.9797793298837,Private,2,Budget,0,"General Medicine, Infectious Disease, Gastroenterology",397,False,0,2.8,False,False,
Life Medical Centre Polytechnic,clinic,Makwanpur,,,Private,2,Standard,1,Dermatology,650,False,0,3.6,False,True,
G.P Koirala Hospital,hospital,Lalitpur,28.0303306436461,84.0825866412491,Private,2,Premium,2,"Cardiology, Orthopedics, Urology, General Surgery, Endocrinology, General Medicine",1723,True,487,3.7,True,True,
Eye Clinic,clinic,Kathmandu,27.671007590872,85.4257505826212,Private,2,Standard,1,Dermatology,1171,False,0,3.6,False,False,
Piles and Fistula Care Center Private Limited,clinic,Myagdi,26.7361199504735,85.9090397202177,Private,2,Budget,0,"Gastroenterology, Infectious Disease",346,False,0,3.4,False,True,
लाहाँपे आधारभूत स्वास्थ्य केन्द्र,clinic,Hetauda,27.9570835387456,82.7267461609746,Private,2,Standard,1,"Gastroenterology, General Medicine",731,False,0,3.4,False,False,
Khadadevi Health Center,clinic,Bardiya,28.2087241976306,83.2788240691736,Private,2,Budget,0,"Infectious Disease, Gastroenterology",550,False,0,2.7,True,False,
Roma Hospital Pvt.Ltd.,hospital,Dhanusha,26.953576945103,85.3177413783272,Private,2,Standard,1,"Endocrinology, General Medicine, Neurology, Pulmonology",893,True,134,3.7,True,True,
Nepal Red Cross Society,hospital,Lalitpur,27.699178748343,84.4231629808424,Private,2,Premium,2,"Dermatology, Neurology, Urology, General Surgery, General Medicine, Endocrinology",2406,True,344,4.2,True,True,
Cozy Skin Clinic,clinic,Kathmandu,27.7204390266475,85.3591065734028,Private,2,Budget,0,"Gastroenterology, General Medicine, Infectious Disease",566,False,0,2.6,False,True,
CFC Genaral Hospital,hospital,Lalitpur,26.7358471195252,85.9089998223586,Private,2,Premium,2,"General Medicine, Pulmonology, Gastroenterology, Cardiology, Endocrinology, Dermatology",2685,True,256,3.5,True,True,
Siddhartha Children and Women Hospital (AMDA),hospital,Bardiya,27.6917511248458,83.4798662799042,Private,2,Premium,2,"Neurology, Orthopedics, Pulmonology, Cardiology, Dermatology, Infectious Disease",2846,True,129,4.4,True,True,
Kaprigau Health Post,hospital,Biratnagar,29.512271241291,81.0774901193125,Private,2,Premium,2,"Dermatology, Orthopedics, Gastroenterology, Infectious Disease, Cardiology, Neurology",1230,True,338,4.0,True,True,
Nautan Basic Health Center,clinic,Tanahu,27.0359801895731,84.9162053847907,Private,2,Budget,0,"Infectious Disease, General Medicine, Dermatology",451,False,0,2.8,False,True,
Dogadi hospital,hospital,Bardiya,29.422092272885,81.2846313380683,Private,2,Premium,2,"Infectious Disease, Cardiology, Orthopedics, Neurology, General Medicine, Urology",1347,True,261,4.3,False,True,
